stem	llfpm10	suffix	suffix_initial	back	front	form_varies	log_odds_back
skanzen	1.4895721276614022	Subl	C	7	144	TRUE	-3.0239031505206873
sláger	2.2587678514546465	Poss.1Sg	V	1	144	TRUE	-4.969813299576001
fotel	1.918034842594317	Poss.1Sg	V	90	143	TRUE	-0.4630349599296422
makett	1.6926464808727033	Ade	C	5	143	TRUE	-3.353406717825807
dózer	0.4877957350906076	Ins	C	97	142	TRUE	-0.3811160790978779
hardver	2.192226286470405	Poss.1Pl	V	13	142	TRUE	-2.390877700139724
kartell	1.1924313135247973	Del	C	3	142	TRUE	-3.857214768933151
sóder	0.9842054240536064	Ela	C	45	142	TRUE	-1.149164567830941
koncert	3.0752510936798796	Transl	C	0	141	FALSE	NA
matek	1.7446768078145567	Ade	C	141	3	TRUE	3.8501476017100584
samesz	0.4668618282549646	Pl.Poss.3Sg	V	141	58	TRUE	0.8883168798317489
maszek	1.0569096792608152	All	C	140	19	TRUE	1.9972034434428638
mágnes	1.8441518280462148	Pl.Poss.3Sg	V	0	140	FALSE	NA
tandem	1.0699583224183673	Supe	V	0	140	FALSE	NA
bróker	1.509573270037965	Poss.1Pl	V	0	139	FALSE	NA
konzerv	1.762724386751122	Del	C	0	139	FALSE	NA
duett	1.4809516014593376	Pl.Poss.3Sg	C	0	138	FALSE	NA
farmer	1.984242209298364	Ade	C	44	138	TRUE	-1.1430640512389436
latex	1.2796554290768758	Ill	C	7	138	TRUE	-2.981343536101891
szonett	1.1139782696654663	Dat	C	2	138	TRUE	-4.23410650459726
dodzsem	0.3337170824261301	Acc	V	0	137	FALSE	NA
lumen	1.3578062989248016	Ill	C	0	137	FALSE	NA
maszek	1.0569096792608152	Acc	V	137	1	TRUE	4.919980925828125
bunker	1.476796124675244	Pl.Poss.3Sg	V	0	136	FALSE	NA
muter	0.5004649093036383	Dat	C	136	42	TRUE	1.1749852674526837
traverz	0.20689420194327868	Pl	V	0	136	FALSE	NA
kráter	1.5554389092659462	Del	C	1	135	TRUE	-4.90527477843843
mater	1.2873847479934366	Ins	C	20	135	TRUE	-1.9095425048844386
poszter	1.7624880360068378	Ela	C	0	135	FALSE	NA
sláger	2.2587678514546465	Ade	C	2	134	TRUE	-4.204692619390966
sóder	0.9842054240536064	Ine	C	52	134	TRUE	-0.946596081369484
plakett	1.2063588716944174	Ela	C	29	131	TRUE	-1.5079014932146775
sóder	0.9842054240536064	Supe	V	27	131	TRUE	-1.5793604571968225
rubel	1.3648850069419438	Dat	C	2	130	TRUE	-4.174387269895637
szlogen	1.9318761017045023	Poss.3Sg	V	0	130	FALSE	NA
flaszter	0.45065098390392183	Subl	C	113	129	TRUE	-0.13242458564933154
modem	1.8046211752050836	Abl	C	0	129	FALSE	NA
pasztell	1.4163120740957438	Pl.Poss.3Sg	C	1	129	TRUE	-4.859812404361672
junker	0.15585967826904645	Pl	V	2	128	TRUE	-4.1588830833596715
azbeszt	1.051092149444873	Dat	C	0	127	FALSE	NA
gólem	0.9666714958476778	Dat	C	1	127	TRUE	-4.844187086458591
haver	2.2866022611361054	Poss.2Pl	V	127	0	FALSE	NA
totem	0.8624780099324221	Ins	C	0	127	FALSE	NA
matek	1.7446768078145567	Ill	C	126	1	TRUE	4.836281906951478
okker	0.6295458844043035	Pl	V	1	126	TRUE	-4.836281906951478
makett	1.6926464808727033	Ela	C	15	125	TRUE	-2.120263536200091
lumen	1.3578062989248016	Subl	C	0	124	FALSE	NA
pamflet	0.7429766651842116	Ine	C	3	124	TRUE	-3.721669276936927
balett	2.009241501756081	Pl.Poss.3Sg	C	0	123	FALSE	NA
konszern	1.5587549012315391	Ill	C	0	123	FALSE	NA
sláger	2.2587678514546465	Ill	C	2	123	TRUE	-4.119037174812472
sumer	1.0545026216751352	Ine	C	88	123	TRUE	-0.33484754089421104
transzfer	2.0095093061978013	Supe	V	0	123	FALSE	NA
transzfer	2.0095093061978013	Poss.3Sg	C	5	123	TRUE	-3.202746442938317
páter	1.0617720601296703	Ins	C	8	122	TRUE	-2.7245795030534206
tandem	1.0699583224183673	Dat	C	0	122	FALSE	NA
bróker	1.509573270037965	Supe	V	0	121	FALSE	NA
kábel	2.5255200123429824	Pl.Poss.1Pl	V	0	121	FALSE	NA
fater	1.2643232470451446	Abl	C	120	26	TRUE	1.529395204760564
motel	1.2119005338291844	Ade	C	9	120	TRUE	-2.5902671654458267
pakett	0.4472263572536482	Ins	C	7	120	TRUE	-2.841581593726733
token	1.245905770590949	Dat	C	1	120	TRUE	-4.787491742782046
hotel	2.9641042281879626	Poss.1Sg	V	9	118	TRUE	-2.573460047129445
tróger	0.7114537050098807	Dat	C	27	118	TRUE	-1.4748477584613358
poszter	1.7624880360068378	All	C	0	117	FALSE	NA
zsakett	-0.03701015209889327	Acc	V	3	117	TRUE	-3.6635616461296463
gólem	0.9666714958476778	Ins	C	0	116	FALSE	NA
kartell	1.1924313135247973	Poss.3Sg	C	8	116	TRUE	-2.6741486494265287
sólet	0.5795661084462529	Ill	C	15	116	TRUE	-2.0455399900041544
puffer	1.3898337365494366	All	C	4	115	TRUE	-3.3586377672433594
szoftver	2.8823776554889804	Distr:nként/Adv	V	0	115	FALSE	NA
konszern	1.5587549012315391	Subl	C	0	113	FALSE	NA
mater	1.2873847479934366	Poss.3Pl	V	0	113	FALSE	NA
modem	1.8046211752050836	Ade	C	0	113	FALSE	NA
dodzsem	0.3337170824261301	Ine	C	1	112	TRUE	-4.718498871295094
rubel	1.3648850069419438	Ade	C	3	112	TRUE	-3.619886582626985
hotel	2.9641042281879626	Poss.2Sg	V	3	111	TRUE	-3.6109179126442243
mágnes	1.8441518280462148	Abl	C	0	111	FALSE	NA
rubel	1.3648850069419438	Del	C	5	111	TRUE	-3.100092288878234
szubrett	0.34370664438708193	Poss.3Sg	C	0	111	FALSE	NA
bagett	1.0062847018807737	All	C	0	109	FALSE	NA
duett	1.4809516014593376	Ela	C	1	109	TRUE	-4.6913478822291435
bagett	1.0062847018807737	Ela	C	4	108	TRUE	-3.295836866004329
omlett	0.9301594617947097	Ill	C	0	108	FALSE	NA
púder	1.360068138969874	All	C	2	108	TRUE	-3.9889840465642745
sóder	0.9842054240536064	Subl	C	29	108	TRUE	-1.3148353971377456
klaszter	1.9252273729939529	Transl	C	0	107	FALSE	NA
rocker	1.3774960070047173	Ins	C	1	107	TRUE	-4.672828834461907
zsáner	1.2899655745630536	Pl.Poss.3Sg	V	0	107	FALSE	NA
balek	1.18302479496678	Subl	C	106	14	TRUE	2.0243817644968085
pajesz	0.19606017543000023	Poss.3Sg	V	106	0	FALSE	NA
rubel	1.3648850069419438	Supe	V	0	106	FALSE	NA
skanzen	1.4895721276614022	Ade	C	1	106	TRUE	-4.663439094112067
dodzsem	0.3337170824261301	Ins	C	0	105	FALSE	NA
szlogen	1.9318761017045023	Poss.2Sg	V	0	105	FALSE	NA
vátesz	0.4020716349811336	Dat	C	1	104	TRUE	-4.6443908991413725
dzsungel	1.8138983008598983	Del	C	9	103	TRUE	-2.4375044108934163
latex	1.2796554290768758	Ins	C	25	103	TRUE	-1.415853163361435
pollen	1.5346232211256754	Ela	C	0	103	FALSE	NA
púder	1.360068138969874	Ela	C	6	103	TRUE	-2.842969519001581
bankett	1.09656121596579	Poss.3Sg	C	5	102	TRUE	-3.0155349008501706
farmer	1.984242209298364	Poss.1Pl	V	22	102	TRUE	-1.5339303599259553
sláger	2.2587678514546465	Pl.Poss.1Pl	V	0	102	FALSE	NA
bróker	1.509573270037965	Pl.Poss.3Sg	V	0	101	FALSE	NA
modell	3.2458076642479075	Poss.3Sg	V	1	101	TRUE	-4.61512051684126
raszter	0.7107638010015679	Poss.3Sg	V	0	101	FALSE	NA
sóder	0.9842054240536064	Ill	C	34	101	TRUE	-1.088759992225098
sláger	2.2587678514546465	Poss.2Sg	V	0	100	FALSE	NA
bukfenc	1.0306613020268856	Subl	C	0	99	FALSE	NA
bunker	1.476796124675244	Supe	V	2	99	TRUE	-3.9019726695746444
dzsungel	1.8138983008598983	Pl.Poss.3Sg	V	0	99	FALSE	NA
mágnes	1.8441518280462148	Ine	C	0	99	FALSE	NA
púder	1.360068138969874	Del	C	1	99	TRUE	-4.59511985013459
kartell	1.1924313135247973	Subl	C	5	98	TRUE	-2.9755295662364714
poszter	1.7624880360068378	Poss.1Pl	V	2	98	TRUE	-3.891820298110627
póker	1.4147938326074063	Ade	C	2	98	TRUE	-3.891820298110627
bovden	0.3614813417036351	Ins	C	11	97	TRUE	-2.176815705705012
bunker	1.476796124675244	Ade	C	15	97	TRUE	-1.8666607774011728
duett	1.4809516014593376	Ill	C	0	97	FALSE	NA
krokett	0.5548602356534778	All	C	0	97	FALSE	NA
mágnes	1.8441518280462148	Del	C	0	97	FALSE	NA
transzfer	2.0095093061978013	Ela	C	0	97	FALSE	NA
ámen	0.8284166730406731	Ins	C	0	97	FALSE	NA
bakter	0.716349974254184	Dat	C	96	86	TRUE	0.11000089521432849
bukfenc	1.0306613020268856	Dat	C	0	96	FALSE	NA
fotel	1.918034842594317	Poss.3Sg	V	0	96	FALSE	NA
krokett	0.5548602356534778	Pl.Poss.3Sg	C	0	96	FALSE	NA
kóter	-0.0567670438663156	Ine	C	96	90	TRUE	0.06453852113757116
modell	3.2458076642479075	Pl.Poss.1Pl	V	0	96	FALSE	NA
transzfer	2.0095093061978013	Poss.3Pl	C	0	96	FALSE	NA
kóter	-0.0567670438663156	Ill	C	95	83	TRUE	0.13503628380394292
pátens	0.4900970738392732	Pl	V	0	95	FALSE	NA
rulett	1.0008565784407637	Dat	C	2	95	TRUE	-3.8607297110405954
dojen	0.6993711617811154	Pl	V	0	94	FALSE	NA
korner	0.5218599755505524	All	C	5	94	TRUE	-2.9338568698359033
mater	1.2873847479934366	Ela	C	3	94	TRUE	-3.4446824936018943
pakett	0.4472263572536482	Poss.3Sg	C	11	94	TRUE	-2.145399509471633
zsáner	1.2899655745630536	Del	C	0	94	FALSE	NA
bakter	0.716349974254184	Pl	V	93	1	TRUE	4.532599493153256
krapek	0.2858131136537797	Pl	V	93	0	FALSE	NA
doglen	-0.9507136514183894	Pl	V	0	92	FALSE	NA
duett	1.4809516014593376	Del	C	0	92	FALSE	NA
bagett	1.0062847018807737	Ine	C	2	90	TRUE	-3.8066624897703196
klaszter	1.9252273729939529	Del	C	0	90	FALSE	NA
notesz	1.2106855490122028	Subl	C	48	90	TRUE	-0.6286086594223742
roller	1.4284785179087636	Del	C	0	90	FALSE	NA
flanel	0.35638106706207384	Ela	C	15	89	TRUE	-1.7805861686299298
klozet	0.06396436403742334	Supe	V	89	32	TRUE	1.0229004669324133
láger	1.242439945332364	Del	C	1	89	TRUE	-4.48863636973214
szubrett	0.34370664438708193	Dat	C	0	89	FALSE	NA
bukfenc	1.0306613020268856	Pl.Poss.3Sg	V	0	88	FALSE	NA
klaszter	1.9252273729939529	Ade	C	0	88	FALSE	NA
pátens	0.4900970738392732	Ine	C	0	88	FALSE	NA
stukker	0.4972514689535526	Pl	V	0	88	FALSE	NA
latex	1.2796554290768758	Dat	C	4	87	TRUE	-3.079613757534693
notesz	1.2106855490122028	Pl.Poss.3Sg	V	1	87	TRUE	-4.465908118654584
omlett	0.9301594617947097	Subl	C	1	87	TRUE	-4.465908118654584
bagett	1.0062847018807737	Ill	C	6	86	TRUE	-2.662587827025453
bagett	1.0062847018807737	Dat	C	0	86	FALSE	NA
púder	1.360068138969874	Ill	C	4	86	TRUE	-3.068052935133617
bukfenc	1.0306613020268856	Poss.3Sg	V	1	85	TRUE	-4.442651256490317
burleszk	0.6649295867445704	Ine	C	0	85	FALSE	NA
kábel	2.5255200123429824	Pl.Poss.1Sg	V	0	85	FALSE	NA
latex	1.2796554290768758	All	C	1	85	TRUE	-4.442651256490317
fotel	1.918034842594317	Pl.Poss.3Sg	C	9	84	TRUE	-2.2335922215070942
konszern	1.5587549012315391	Del	C	0	84	FALSE	NA
token	1.245905770590949	Ela	C	0	84	FALSE	NA
transzfer	2.0095093061978013	Poss.1Pl	V	0	84	FALSE	NA
ágens	1.3130456667326265	Abl	C	2	84	TRUE	-3.7376696182833684
hardver	2.192226286470405	Pl.Poss.3Pl	V	0	83	FALSE	NA
kábel	2.5255200123429824	Poss.3Pl	V	0	83	FALSE	NA
notesz	1.2106855490122028	Poss.2Sg	V	7	83	TRUE	-2.472930458741285
koncert	3.0752510936798796	Poss.3Sg	V	1	82	TRUE	-4.406719247264253
konzerv	1.762724386751122	Poss.1Pl	V	2	82	TRUE	-3.713572066704308
mater	1.2873847479934366	Pl	V	0	82	FALSE	NA
ofszet	0.7618834435244982	Ins	C	0	82	FALSE	NA
panel	2.4164305848960708	Pl.Poss.1Pl	C	9	82	TRUE	-2.209494669928034
rulett	1.0008565784407637	Ade	C	0	82	FALSE	NA
sábesz	-0.06082861170966497	Subl	C	4	82	TRUE	-3.0204248861443626
klozet	0.06396436403742334	Subl	C	81	21	TRUE	1.349926716949016
lumen	1.3578062989248016	Dat	C	0	81	FALSE	NA
láger	1.242439945332364	Supe	V	1	81	TRUE	-4.394449154672439
skanzen	1.4895721276614022	Ela	C	5	81	TRUE	-2.7850112422383386
sláger	2.2587678514546465	Abl	C	1	81	TRUE	-4.394449154672439
srapnel	0.01001470890808267	Ins	C	8	81	TRUE	-2.315007612992603
sumer	1.0545026216751352	Dat	C	45	81	TRUE	-0.587786664902119
szlogen	1.9318761017045023	Ill	C	0	81	FALSE	NA
fater	1.2643232470451446	All	C	80	9	TRUE	2.184802057337662
konzerv	1.762724386751122	All	C	0	80	FALSE	NA
mágnes	1.8441518280462148	Ade	C	1	80	TRUE	-4.382026634673881
parszek	-0.2499378462191083	Subl	C	6	80	TRUE	-2.5902671654458267
rocker	1.3774960070047173	All	C	0	80	FALSE	NA
samesz	0.4668618282549646	Pl	V	80	33	TRUE	0.8855190732074014
burleszk	0.6649295867445704	Pl	V	0	79	FALSE	NA
fráter	1.1826921806578794	Ins	C	8	79	TRUE	-2.2900063107871858
klaszter	1.9252273729939529	Abl	C	0	79	FALSE	NA
lumen	1.3578062989248016	Pl	V	0	79	FALSE	NA
rubel	1.3648850069419438	Pl	V	0	79	FALSE	NA
suszter	0.9044772870280368	All	C	13	79	TRUE	-1.8044984950054848
mater	1.2873847479934366	Subl	C	76	78	TRUE	-0.025975486403260677
póker	1.4147938326074063	Abl	C	2	78	TRUE	-3.6635616461296463
tandem	1.0699583224183673	Pl	V	0	78	FALSE	NA
token	1.245905770590949	All	C	1	78	TRUE	-4.356708826689592
bukfenc	1.0306613020268856	Ine	C	0	77	FALSE	NA
duett	1.4809516014593376	Transl	C	0	77	FALSE	NA
hotel	2.9641042281879626	Poss.3Pl	C	4	77	TRUE	-2.9575110607337933
klaszter	1.9252273729939529	Distr:nként/Adv	V	0	77	FALSE	NA
kupec	0.4459578141554795	Dat	C	2	77	TRUE	-3.6506582412937383
kábel	2.5255200123429824	Pl.Poss.3Pl	V	0	77	FALSE	NA
motel	1.2119005338291844	Poss.1Pl	V	10	77	TRUE	-2.0412203288596382
pasztell	1.4163120740957438	Poss.3Sg	C	3	77	TRUE	-3.245193133185574
púder	1.360068138969874	Ine	C	12	77	TRUE	-1.8588987720656835
raszter	0.7107638010015679	Supe	V	0	77	FALSE	NA
szovjet	2.59966886920045	All	C	1	77	TRUE	-4.343805421853684
szubrett	0.34370664438708193	Acc	V	1	77	TRUE	-4.343805421853684
azbeszt	1.051092149444873	Del	C	0	76	FALSE	NA
konzerv	1.762724386751122	Poss.1Sg	V	0	76	FALSE	NA
káder	1.0191292004490349	Pl.Poss.3Pl	V	0	76	FALSE	NA
káder	1.0191292004490349	Pl.Poss.1Pl	V	0	76	FALSE	NA
moped	0.9109327535484344	Dat	C	4	76	TRUE	-2.9444389791664407
púder	1.360068138969874	Abl	C	4	76	TRUE	-2.9444389791664407
ágens	1.3130456667326265	All	C	0	76	FALSE	NA
hardver	2.192226286470405	Pl.Poss.1Pl	V	0	75	FALSE	NA
kortes	0.13557201061440527	Poss.3Sg	V	0	75	FALSE	NA
makett	1.6926464808727033	Pl.Poss.1Sg	C	4	75	TRUE	-2.9311937524164198
motel	1.2119005338291844	Ins	C	6	75	TRUE	-2.5257286443082556
karter	0.13926501315555695	Ill	C	74	57	TRUE	0.26101382536961965
muter	0.5004649093036383	Ins	C	74	14	TRUE	1.6650077635889111
mágnes	1.8441518280462148	Poss.2Sg	V	0	74	FALSE	NA
szovjet	2.59966886920045	Abl	C	1	74	TRUE	-4.304065093204169
sólet	0.5795661084462529	All	C	3	74	TRUE	-3.20545280453606
korner	0.5218599755505524	Poss.3Sg	V	0	73	FALSE	NA
lumen	1.3578062989248016	Ade	C	0	73	FALSE	NA
malter	0.6100893505755742	Ill	C	73	18	TRUE	1.4000876832522264
transzfer	2.0095093061978013	Ade	C	1	73	TRUE	-4.290459441148391
balek	1.18302479496678	Transl	C	72	10	TRUE	1.9740810260220096
hardver	2.192226286470405	Poss.3Sg	C	1	72	TRUE	-4.276666119016055
koffer	0.9596105383709403	Ela	C	21	72	TRUE	-1.2321436812926323
plakett	1.2063588716944174	Subl	C	1	72	TRUE	-4.276666119016055
burleszk	0.6649295867445704	Poss.3Sg	C	0	71	FALSE	NA
burleszk	0.6649295867445704	Dat	C	0	71	FALSE	NA
modem	1.8046211752050836	Poss.1Pl	V	9	71	TRUE	-2.065455299705096
dózer	0.4877957350906076	Subl	C	25	70	TRUE	-1.0296194171811581
hotel	2.9641042281879626	Distr:nként/Adv	V	0	70	FALSE	NA
kopek	0.13371366596503742	Acc	V	10	70	TRUE	-1.9459101490553135
kortes	0.13557201061440527	Pl.Poss.3Sg	V	0	70	FALSE	NA
káder	1.0191292004490349	Ins	C	4	70	TRUE	-2.8622008809294686
kókler	0.9301594617947097	Ins	C	8	70	TRUE	-2.169053700369523
notesz	1.2106855490122028	All	C	0	70	FALSE	NA
plakett	1.2063588716944174	Ine	C	2	70	TRUE	-3.5553480614894135
zsáner	1.2899655745630536	Ade	C	1	70	TRUE	-4.248495242049359
bakter	0.716349974254184	Ins	C	47	69	TRUE	-0.38395890288720075
kadet	1.0549493807742008	Ins	C	28	69	TRUE	-0.9019019944220554
modell	3.2458076642479075	Poss.3Pl	V	0	69	FALSE	NA
notesz	1.2106855490122028	Dat	C	8	69	TRUE	-2.1546649629174235
pasztell	1.4163120740957438	Abl	C	0	69	FALSE	NA
szlogen	1.9318761017045023	Ade	C	0	69	FALSE	NA
azbeszt	1.051092149444873	All	C	2	68	TRUE	-3.5263605246161616
fotel	1.918034842594317	Abl	C	27	68	TRUE	-0.9236708391717777
moped	0.9109327535484344	Poss.3Sg	C	0	68	FALSE	NA
motel	1.2119005338291844	All	C	8	68	TRUE	-2.1400661634962708
skanzen	1.4895721276614022	Del	C	19	68	TRUE	-1.2750687260096663
szoftver	2.8823776554889804	Pl.Poss.1Sg	V	0	68	FALSE	NA
transzfer	2.0095093061978013	Pl.Poss.3Sg	V	0	68	FALSE	NA
zsáner	1.2899655745630536	Pl.Poss.1Sg	V	0	68	FALSE	NA
azbeszt	1.051092149444873	Subl	C	0	67	FALSE	NA
duett	1.4809516014593376	Poss.1Pl	V	0	67	FALSE	NA
motel	1.2119005338291844	Ela	C	25	67	TRUE	-0.9858167945227653
szlogen	1.9318761017045023	Pl.Poss.3Pl	C	0	67	FALSE	NA
tandem	1.0699583224183673	Subl	C	1	67	TRUE	-4.204692619390966
ámen	0.8284166730406731	Transl	C	0	67	FALSE	NA
barter	0.48713596362774514	Ins	C	0	66	FALSE	NA
duett	1.4809516014593376	All	C	0	66	FALSE	NA
panel	2.4164305848960708	Transl	C	10	66	TRUE	-1.8870696490323797
pollen	1.5346232211256754	Dat	C	0	66	FALSE	NA
rubel	1.3648850069419438	All	C	6	66	TRUE	-2.3978952727983707
rulett	1.0008565784407637	Del	C	1	66	TRUE	-4.189654742026425
dojen	0.6993711617811154	Pl.Poss.3Sg	C	0	65	FALSE	NA
szonett	1.1139782696654663	Subl	C	0	65	FALSE	NA
vamzer	-0.22033518283074652	Pl	V	2	65	TRUE	-3.481240089335692
pamflet	0.7429766651842116	Ins	C	0	64	FALSE	NA
bróker	1.509573270037965	Del	C	1	63	TRUE	-4.143134726391533
koffer	0.9596105383709403	Poss.1Sg	V	16	63	TRUE	-1.3705460041517514
krapek	0.2858131136537797	Ins	C	63	10	TRUE	1.840549633397487
kupec	0.4459578141554795	Acc	V	10	63	TRUE	-1.8405496333974871
matek	1.7446768078145567	Poss.1Pl	V	63	0	FALSE	NA
notesz	1.2106855490122028	Supe	V	10	63	TRUE	-1.8405496333974871
haver	2.2866022611361054	Del	C	62	15	TRUE	1.4190841839428816
klozet	0.06396436403742334	Ill	C	62	17	TRUE	1.2939210409888755
raszter	0.7107638010015679	Subl	C	2	62	TRUE	-3.4339872044851463
rocker	1.3774960070047173	Transl	C	1	62	TRUE	-4.127134385045092
sólet	0.5795661084462529	Dat	C	3	62	TRUE	-3.028522096376982
bovden	0.3614813417036351	Supe	V	0	61	FALSE	NA
bunker	1.476796124675244	Transl	C	4	61	TRUE	-2.7245795030534206
kábel	2.5255200123429824	Poss.3Sg	C	23	61	TRUE	-0.9753796482441617
póker	1.4147938326074063	Ill	C	0	61	FALSE	NA
panel	2.4164305848960708	Poss.2Sg	V	27	60	TRUE	-0.7985076962177716
pasztell	1.4163120740957438	Supe	V	1	60	TRUE	-4.0943445622221
gólem	0.9666714958476778	Ill	C	0	59	FALSE	NA
karter	0.13926501315555695	Ine	C	24	59	TRUE	-0.8994836135577737
makett	1.6926464808727033	Ill	C	7	59	TRUE	-2.1316272948504063
partner	3.170887565855278	Acc	V	2	59	TRUE	-3.3843902633457743
puffer	1.3898337365494366	Del	C	5	59	TRUE	-2.468099531471619
rocker	1.3774960070047173	Ela	C	1	59	TRUE	-4.07753744390572
balek	1.18302479496678	Ins	C	58	16	TRUE	1.2878542883066382
klozet	0.06396436403742334	Acc	V	58	25	TRUE	0.8415671856782185
korner	0.5218599755505524	Ins	C	0	58	FALSE	NA
mutex	-0.448685045111172	Acc	V	0	58	FALSE	NA
mutter	0.41434513085899255	Poss.3Sg	C	58	7	TRUE	2.114532861491106
pakett	0.4472263572536482	Pl	V	1	58	TRUE	-4.060443010546419
roller	1.4284785179087636	Poss.1Pl	V	2	58	TRUE	-3.367295829986474
szubrett	0.34370664438708193	Pl	V	0	58	FALSE	NA
tandem	1.0699583224183673	Poss.3Sg	V	0	58	FALSE	NA
token	1.245905770590949	Ine	C	0	58	FALSE	NA
totem	0.8624780099324221	Dat	C	0	58	FALSE	NA
transzfer	2.0095093061978013	Abl	C	0	58	FALSE	NA
bankett	1.09656121596579	Poss.1Pl	V	0	57	FALSE	NA
burleszk	0.6649295867445704	Subl	C	0	57	FALSE	NA
kukker	0.09923081884002372	Ins	C	26	57	TRUE	-0.7849547298130681
mutter	0.41434513085899255	Dat	C	57	32	TRUE	0.5773153650348236
transzfer	2.0095093061978013	Ill	C	3	57	TRUE	-2.9444389791664407
barter	0.48713596362774514	Ill	C	14	56	TRUE	-1.3862943611198906
kódex	2.156884917051594	Ade	C	0	56	FALSE	NA
makett	1.6926464808727033	Poss.1Pl	V	0	56	FALSE	NA
notesz	1.2106855490122028	Ela	C	30	56	TRUE	-0.6241543090729939
poszter	1.7624880360068378	Ade	C	0	56	FALSE	NA
szlogen	1.9318761017045023	Abl	C	0	56	FALSE	NA
szoftver	2.8823776554889804	Acc	V	0	56	FALSE	NA
bunker	1.476796124675244	Abl	C	13	55	TRUE	-1.4423838277709342
dodzsem	0.3337170824261301	Pl	V	0	55	FALSE	NA
falzett	-0.16139740357670246	Ine	C	9	55	TRUE	-1.8101086078962516
gólem	0.9666714958476778	Transl	C	0	55	FALSE	NA
kódex	2.156884917051594	Poss.1Sg	V	0	55	FALSE	NA
láger	1.242439945332364	Subl	C	4	55	TRUE	-2.6210388241125804
makett	1.6926464808727033	Poss.2Sg	V	3	55	TRUE	-2.908720896564361
mutter	0.41434513085899255	Poss.1Sg	V	55	0	FALSE	NA
omlett	0.9301594617947097	Ine	C	1	55	TRUE	-4.007333185232471
panel	2.4164305848960708	Poss.3Pl	C	7	55	TRUE	-2.0614230361771577
stukker	0.4972514689535526	Poss.3Sg	V	0	55	FALSE	NA
bankett	1.09656121596579	Dat	C	1	54	TRUE	-3.9889840465642745
drukker	1.599349006057054	Abl	C	2	54	TRUE	-3.295836866004329
gólem	0.9666714958476778	Del	C	0	54	FALSE	NA
hosztesz	0.4593602709032462	Pl.Poss.3Sg	V	0	54	FALSE	NA
moped	0.9109327535484344	Del	C	0	54	FALSE	NA
ofszet	0.7618834435244982	Acc	V	0	54	FALSE	NA
pamflet	0.7429766651842116	Pl.Poss.3Sg	C	0	54	FALSE	NA
pollen	1.5346232211256754	Poss.3Pl	C	1	54	TRUE	-3.9889840465642745
roller	1.4284785179087636	Poss.2Sg	V	1	54	TRUE	-3.9889840465642745
subler	-0.6681670614484213	Ins	C	8	54	TRUE	-1.9095425048844386
szovjet	2.59966886920045	Subl	C	2	54	TRUE	-3.295836866004329
szovjet	2.59966886920045	Ela	C	0	53	FALSE	NA
traverz	0.20689420194327868	Supe	V	0	53	FALSE	NA
pasztell	1.4163120740957438	Ill	C	6	52	TRUE	-2.159484249353372
púder	1.360068138969874	Poss.2Sg	V	0	52	FALSE	NA
púder	1.360068138969874	Supe	V	0	52	FALSE	NA
roller	1.4284785179087636	Ine	C	3	52	TRUE	-2.8526314299133175
skanzen	1.4895721276614022	Abl	C	6	52	TRUE	-2.159484249353372
zsáner	1.2899655745630536	Poss.1Pl	V	0	52	FALSE	NA
flaszter	0.45065098390392183	Del	C	27	51	TRUE	-0.6359887667199967
haver	2.2866022611361054	Supe	V	51	1	TRUE	3.9318256327243257
moped	0.9109327535484344	Poss.1Sg	V	0	51	FALSE	NA
raszter	0.7107638010015679	Ill	C	4	51	TRUE	-2.5455312716044354
barter	0.48713596362774514	Dat	C	1	50	TRUE	-3.912023005428146
charter	1.0574427740273058	Ine	C	0	50	FALSE	NA
kartell	1.1924313135247973	Ela	C	2	50	TRUE	-3.2188758248682006
láger	1.242439945332364	Poss.3Sg	V	0	50	FALSE	NA
láger	1.242439945332364	Ins	C	1	50	TRUE	-3.912023005428146
matek	1.7446768078145567	Poss.2Sg	V	50	0	FALSE	NA
mágnes	1.8441518280462148	Poss.1Pl	V	0	50	FALSE	NA
puffer	1.3898337365494366	Ade	C	3	50	TRUE	-2.8134107167600364
traverz	0.20689420194327868	Ins	C	1	50	TRUE	-3.912023005428146
ágens	1.3130456667326265	Del	C	0	50	FALSE	NA
farmer	1.984242209298364	Pl.Poss.3Sg	C	22	49	TRUE	-0.8007778447523107
fotel	1.918034842594317	Pl.Poss.1Pl	C	2	49	TRUE	-3.1986731175506815
gólem	0.9666714958476778	Poss.3Sg	V	0	49	FALSE	NA
láger	1.242439945332364	Transl	C	1	49	TRUE	-3.891820298110627
pasztell	1.4163120740957438	Subl	C	8	49	TRUE	-1.8123787564307907
plakett	1.2063588716944174	Dat	C	5	49	TRUE	-2.2823823856765264
puffer	1.3898337365494366	Poss.2Sg	V	2	49	TRUE	-3.1986731175506815
púder	1.360068138969874	Poss.1Pl	V	1	49	TRUE	-3.891820298110627
sólet	0.5795661084462529	Ine	C	5	49	TRUE	-2.2823823856765264
bróker	1.509573270037965	Poss.1Sg	V	0	48	FALSE	NA
duett	1.4809516014593376	Supe	V	0	48	FALSE	NA
fater	1.2643232470451446	Ade	C	48	6	TRUE	2.0794415416798357
kartell	1.1924313135247973	All	C	0	48	FALSE	NA
omlett	0.9301594617947097	Ela	C	0	48	FALSE	NA
saller	0.9310512982678172	Ins	C	48	46	TRUE	0.0425596144187959
